question_id,question_type,sentence,relation_type,option_A,option_B,option_C,option_D,gold_option,gpt_answer,deepseek_answer,bert_answer,eval_gpt,eval_deepseek,eval_bert
Q3_吃_feel_0438,Q3,"老妇人吃惊地望着箭也似地…。
而他们所吃的点心，其实也就是在为后来的一日三餐做铺垫。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,B,A,Incorrect,Correct,Incorrect
Q3_吃_feel_0443,Q3,"“喂吃醋啦你”，他半开玩笑地说
然而，最近几年，不少人谈肉色变，年轻点的担心肉吃多了长胖变丑，年纪大一点的担心吃肉会导致三高…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,B,D,Incorrect,Correct,Incorrect
Q3_开_enlarge_0230,Q3,"他这几年去美国开拓市场了
文章详细介绍了电磁阀在液/气路系统中的作用，包括其基本概念如常开/常闭、位和...。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,A,Correct,Incorrect,Incorrect
Q3_拿_occupy_0090,Q3,"他在比赛中梅开二度，帮助球队拿下了至关重要…。
不过在没有拿到钥匙的时候，可能很多人还都是有些困惑，毕竟第1次买房根本就不知道拿房子钥匙…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,D,A,B,Incorrect,Correct,Incorrect
Q3_吃_bear_0451,Q3,"纠正错误生效裁判还工人清白一张画面模糊的照片，竟让普通工人吃了30万元的赔偿官司。
每次只要选择一种喜欢的高热量食物来吃，而非暴饮暴食。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,D,Correct,Correct,Incorrect
Q3_开_cut_through_0214,Q3,"而且，窗户也不能开在屋顶，只能“前辟”。
金文①的形体生动形象，其上部是关闭的两扇门，其下部是两只手，这就表示双手把门推开的意思。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,C,C,Correct,Incorrect,Incorrect
Q3_拿_occupy_0097,Q3,"一路火花闪电拿下全国记录。
拿笔姿势坐姿问题常见的8大错误握笔方式错误1：横搭型孩子写字缓慢、写字太用力、容易疲倦。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,B,A,Incorrect,Incorrect,Correct
Q3_开_seperate_0240,Q3,"经皮环甲膜切开术后护理可以做胸部X光检查以确认位置。
对于电灯的开关是向上开是打开灯，还是向下是打开灯，个人也不知道有没有强制性的规定。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,A,B,Correct,Correct,Incorrect
Q3_开_seperate_0244,Q3,"其实很简单，A-A或B-B线型位置就是产品剖开的位置，箭头所指的方向就是剖开放置图纸的方向。
金文①的形体生动形象，其上部是关闭的两扇门，其下部是两只手，这就表示双手把门推开的意思。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,A,A,Correct,Correct,Correct
Q3_走_social_contact_0343,Q3,"走亲戚，更是这个春节必不可少的一环。
5.2反走样方法当採样不满足上述重建的基本条件时就会产生走样，而针对走样产生的原因，通…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,B,C,Incorrect,Correct,Incorrect
Q3_开_enlarge_0222,Q3,"服务商代开发面向定制开发ISV，通过企业授权相关权限，可调用相关接口为企业提供软件定制开发服务。
然而，有用户遇到打不开win10电源…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,A,D,Incorrect,Incorrect,Incorrect
Q3_开_cut_through_0205,Q3,"楼板从不开洞到开洞再到洞口越来越大，弯矩也越来越大，说明盈建科软件采用有限元计…。
将冰箱门打开等霜融化，注意不要用利…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,C,B,Correct,Incorrect,Incorrect
Q3_走_move_0326,Q3,"走样的意思：（动词）失去原有的样子：话三传两传就走样了。
“步行去”很多情况下可以和“走路去”互换，几乎没有区别。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,B,B,Correct,Incorrect,Incorrect
Q3_开_seperate_0241,Q3,"那苹果切开为什么会变褐色呢。
普通开关的接触点之间是空气作为绝缘的，因为空气有良好的绝缘性能，但是在开关的过程…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,C,C,A,Incorrect,Incorrect,Correct
Q3_拿_control_0084,Q3,"该词表示立定的心意、办法，既可指确定的意见或办法（如“拿主意”），也可指用意或筹划…。
总之，外国人拿笔的方式受到各种因素的影响，包括文化背景、个人偏好、生理能力和社会规范。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,B,D,Incorrect,Correct,Incorrect
Q3_开_cut_through_0208,Q3,"在这篇文章中，我们将详细介绍什么是开路和短路，以及在电气系统中的应用。
本文介绍了电脑电源灯闪烁但无法开机的几种解决方法。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,D,B,B,Incorrect,Incorrect,Incorrect
Q3_吃_bear_0455,Q3,"要不受气，就要做那种打死人也不吃官司的人。
餐前适量吃点垫垫肚子(餐前负荷)，提前动员与控制血糖有关的胃肠激素和胰岛素，有利于餐后血糖控制。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,A,B,Correct,Incorrect,Correct
Q3_拿_occupy_0100,Q3,"就这样帮助八路军拿下这座顽固的碉堡。
记录与记忆：使用笔记录是保留信息的重要方式，因此，梦见拿笔也…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,D,B,B,Incorrect,Incorrect,Incorrect
Q3_走_social_contact_0344,Q3,"如：「我们会同代表一起走访李老先生。
德州走四方高级技工学校德州发展前景怎么样。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,A,D,Incorrect,Incorrect,Incorrect
Q3_拿_occupy_0103,Q3,"时近拂晓，再不拿下高地将贻误整个战机。
下列哪个选项是“拿杯子往桌上一duo”中“duo”字的正确写法。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,B,B,Correct,Incorrect,Incorrect
Q3_开_seperate_0235,Q3,"4月28日进行了五五开黑节的第二弹更新，这次更新后有大量皮肤活动将正式开启，下面我们一起来看看吧。
将冰箱门打开等霜融化，注意不要用利…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,C,C,Correct,Incorrect,Incorrect
Q3_开_seperate_0239,Q3,"用于较长的皮肤切口和腹直肌前鞘的切开等。
，相关视频：圆孔装开关是所有电工的最忌讳的事，就算多给100块，都不愿意…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,D,D,Correct,Incorrect,Incorrect
Q3_走_social_contact_0347,Q3,"三个关键词教你如何正确走访。
""走漏""是一个常用词语，主要表示消息、情报等不经意间泄露或传出。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,A,A,Correct,Incorrect,Incorrect
Q3_开_enlarge_0228,Q3,"嘉立创EDA提供数十万开源与私有工程，支持在线PCB设计，助力电子工程师高效完成电路板开发。
本文基于Python和OpenCV，介绍图像形态学处理中的开、闭和梯度运算。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,D,C,C,Incorrect,Incorrect,Incorrect
Q3_拿_control_0080,Q3,"拿主意的意思：意思是对一件事情作出决断。
男士钱包/手拿包选购技巧柠檬红茶加点冰。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,A,A,Correct,Incorrect,Incorrect
Q3_走_move_0339,Q3,"走气走气，汉语词语，词义有两种，一是指漏泄气体，二是比喻泄劲。
有人说：可能是一本旅行册，我走过的路，我都记得。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,D,A,C,Incorrect,Correct,Incorrect
Q3_开_seperate_0248,Q3,"“剖开肚子证明清白”这一典故，通常指的是古代的一种极端而悲剧性的自证方式。
他打开门，抽着烟鞋也没脱就进来了",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,A,B,Correct,Correct,Incorrect
Q3_走_move_0328,Q3,"5.2反走样方法当採样不满足上述重建的基本条件时就会产生走样，而针对走样产生的原因，通…。
二、意思：趟水：从浅水里走过去。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,D,D,Incorrect,Incorrect,Incorrect
Q3_开_enlarge_0224,Q3,"小程序开发者可在小程序内提供便捷、丰富的服…。
，相关视频：圆孔装开关是所有电工的最忌讳的事，就算多给100块，都不愿意…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,C,D,Incorrect,Incorrect,Incorrect
Q3_开_cut_through_0210,Q3,"开路[kāilu]⒈一种朝山进香会中的杂技，舞飞叉居前列，故称为「开路」。
对于电灯的开关是向上开是打开灯，还是向下是打开灯，个人也不知道有没有强制性的规定。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,D,C,Correct,Incorrect,Incorrect
Q3_开_cut_through_0209,Q3,"在电学中，理解开路原理对于分析电路故障和设计电路保护机制至关重要。
，相关视频：圆孔装开关是所有电工的最忌讳的事，就算多给100块，都不愿意…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,B,D,Correct,Incorrect,Incorrect
Q3_吃_bear_0445,Q3,"学会吃亏才不吃亏在当今社会里，只有…。
,蔬菜,水果,粗粮,绿叶菜,全谷物,膳食纤维有许多人不喜欢吃蔬菜，而是喜欢吃肉。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,A,Correct,Incorrect,Incorrect
Q3_拿_control_0082,Q3,"在请领导拿主意时，要把握时机、明确表述、尊重领导、避免争执、充分准备。
拿笔姿势坐姿问题常见的8大错误握笔方式错误1：横搭型孩子写字缓慢、写字太用力、容易疲倦。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,C,Correct,Incorrect,Incorrect
Q3_开_cut_through_0218,Q3,"开隧道可不是什么容易的事！
他打开门，抽着烟鞋也没脱就进来了",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,A,C,Correct,Correct,Incorrect
Q3_开_seperate_0245,Q3,"将火龙果去头尾，然后对半切开，竖着…。
文章详细介绍了电磁阀在液/气路系统中的作用，包括其基本概念如常开/常闭、位和...。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,C,C,C,Incorrect,Incorrect,Incorrect
Q3_走_move_0327,Q3,"文章详细介绍了计算机图形学中走样的概念，以及反走样技术，特别是多重采样抗锯齿(MSAA)方法。
走过去，虽然不易，因为任何事情的发生必然有其原因有结果也有收获，走过去，虽…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,B,C,A,Incorrect,Incorrect,Correct
Q3_吃_feel_0434,Q3,"“吃惊”是指由于某种突如其来的情况或信息，让人感到意外、诧异，从而产生的情绪反应。
在运动量不变的前提下，每天多吃一口饭，或半个饺子，或一小把坚果，一年体重可增加3…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,A,A,Correct,Incorrect,Incorrect
Q3_吃_feel_0440,Q3,"他吃了这一吓，自是大病一场。
餐前适量吃点垫垫肚子(餐前负荷)，提前动员与控制血糖有关的胃肠激素和胰岛素，有利于餐后血糖控制。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,C,A,Incorrect,Incorrect,Incorrect
Q3_拿_control_0083,Q3,"大量翻译例句关于""拿主意""–中英词典以及8百万条英语译文例句搜索。
手拿笔感觉没力气可能与肌肉疲劳、神经受压、血液循环障碍或基础疾病有关。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,C,Correct,Incorrect,Incorrect
Q3_拿_control_0088,Q3,"江宁觉得自己像一只被他拿捏在手的小鼠，逃不掉也走不开。
下列哪个选项是“拿杯子往桌上一duo”中“duo”字的正确写法。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,C,Correct,Incorrect,Incorrect
Q3_走_social_contact_0345,Q3,"词典解释前往访问或拜访：张老师经常走访学生的家长｜他们四处走访，了解民情。
命将温媪锁禁空房，不许走漏消息。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,A,B,Incorrect,Incorrect,Correct
Q3_拿_control_0078,Q3,"当机立断拿不起放不下拿得起:想做什么事情,就敢于去做!放得下:做…。
1、侵犯财产权：根据民法典规定，未经允许擅自拿取并使用他人钥匙可能需赔偿财产损失。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,A,A,Correct,Incorrect,Incorrect
Q3_拿_occupy_0092,Q3,"领先后王楚钦保持了一个完美的手感，再加上自己发球轮也可以持续得分，局末拉开到9-4，从而11-5拿下比赛…。
新房没拿钥匙可能也要交物业费。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,C,C,A,Incorrect,Incorrect,Correct
Q3_开_cut_through_0213,Q3,"这种类型的上开桥几乎都是施特劳斯及其公司设计和建造的，因而也被…。
本文基于Python和OpenCV，介绍图像形态学处理中的开、闭和梯度运算。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,D,D,Correct,Incorrect,Incorrect
Q3_开_seperate_0247,Q3,"该方法操作步骤包括剪开上下腔静脉后，依次剖开右心房、右心室、肺动脉及左心…。
该桥始建于1916年，全长260米、宽27.7米，采用机械装置调节桥面高度以满足船只通行的开启桥设计。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,C,D,A,Incorrect,Incorrect,Correct
Q3_吃_bear_0456,Q3,"鲁达寻思道：“俺只指望痛打这厮一顿，不想三拳真个打死了他，洒家须吃官司，又没人送饭，不如及早撒开。
肉类作为优质蛋白的重要来源，如果不吃或者吃不够，直接影响蛋…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,A,Correct,Correct,Incorrect
Q3_拿_control_0081,Q3,"自己拿主意作文1今天，妈妈问我想吃苹果还是吃香蕉，我拿不定主意，于是妈妈说：“那我看着买吧。
这是真皮女士长款拉链荔枝纹牛皮革日本手拿钱包日式长枥木财布wallet的详细页…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,C,D,Incorrect,Incorrect,Incorrect
Q3_走_social_contact_0351,Q3,"那么今天我就来和大家聊聊关于走后门的那些注意事项~…。
""走漏""作为汉语动词，核心义项指信息或秘密的非授权传播，读音为zǒulòu[2-3]。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,C,C,Correct,Incorrect,Incorrect
Q3_吃_feel_0442,Q3,"红玉暗自想：不就是吃了一吓吗，有什么大不了的
只要还有人有社会，就会有吃肉还是吃素的争议。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,D,D,D,Incorrect,Incorrect,Incorrect
Q3_吃_feel_0433,Q3,"3.我看到他的新发型时吃惊得合不拢嘴。
或者问：餐前吃和就餐时吃有啥区别吗。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,B,Correct,Correct,Correct
Q3_开_enlarge_0229,Q3,"本章分主题的介绍了小程序的开发…。
金文①的形体生动形象，其上部是关闭的两扇门，其下部是两只手，这就表示双手把门推开的意思。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,B,Correct,Correct,Correct
Q3_开_enlarge_0225,Q3,"国家开发银行网上银行提供多种在线金融服务，包括信贷发放、账务查询和支付转账等功能。
对于电灯的开关是向上开是打开灯，还是向下是打开灯，个人也不知道有没有强制性的规定。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,D,B,Incorrect,Incorrect,Correct
Q3_走_social_contact_0346,Q3,"各级党组织和广大党员干部要必须“执心而行”，在走、访、慰、问...。
如：「现在不法商人走漏严重，政府应加强缉私查税工作。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,B,D,Incorrect,Correct,Incorrect
Q3_开_enlarge_0221,Q3,"Flutter官方文档中文版，包含SDK下载、最新特性介绍、代码示例、开发文档、中文社区等内容。
电源的开关符号中的‘—’表示关闭，用“O”表示打开也有开关用‘off’和“on”标识的。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,D,C,C,Incorrect,Incorrect,Incorrect
Q3_吃_bear_0457,Q3,"九阴真经NPC好感度怎么刷才能不吃闭门羹。
只要还有人有社会，就会有吃肉还是吃素的争议。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,D,C,C,Incorrect,Incorrect,Incorrect
Q3_吃_bear_0458,Q3,"成语“吃闭门羹”竟然是来源于这样一个特殊职业。
 然而，最近几年，不少人谈肉色变，年轻点的担心肉吃多了长胖变丑，年纪大一点的担心吃肉会导致三高…。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,B,B,B,Correct,Correct,Correct
Q3_开_seperate_0236,Q3,"终于，有网友幸运地晒出了偶遇五五开的照片，引发了网络上新一轮的热议。
 电源的开关符号中的‘—’表示关闭，用“O”表示打开也有开关用‘off’和“on”标识的。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,A,A,A,Correct,Correct,Correct
Q3_走_move_0329,Q3,"德州走四方高级技工学校德州发展前景怎么样。
2、人生没有不可逾越的天堑，只要一步步走过去，前方就是幸福的彼岸。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,D,A,B,Incorrect,Correct,Incorrect
Q3_吃_feel_0437,Q3,"”雷横吃了一惊，回过头来，见是刘唐拈着朴刀赶来。
吃减脂餐还没瘦，到底是哪里出了问题。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,A,A,Incorrect,Incorrect,Incorrect
Q3_走_social_contact_0341,Q3,"2017-01-2817:42大过年的，大家都走亲戚，但是大家一定要知道，过年走亲戚的“六大禁忌”。
走样的意思：（动词）失去原有的样子：话三传两传就走样了。",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,C,A,D,Incorrect,Incorrect,Incorrect
Q3_开_cut_through_0216,Q3,"他的父亲曾是一名开矿洞的工人
如果您打开了局域网世界，您应当可…。",image schema,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,A,C,B,B,Incorrect,Incorrect,Incorrect
Q3_开_enlarge_0233,Q3,"坐着柴车，穿着破衣服，去开辟山林。
他打开门，抽着烟鞋也没脱就进来了",metaphorical,语义 A 通过意象图式转换从概念 B 中衍生而来,语义 A 通过隐喻连接从概念 B 中衍生而来,语义 B 通过意象图式转换从概念 A 中衍生而来,语义 B 通过隐喻连接从概念 A 中衍生而来,B,A,A,A,Incorrect,Incorrect,Incorrect
